asalto|CURRIDABAT TIRRASES|29|2014|9.9022713,-84.0236137
asalto|BUENOS AIRES BUENOS AIRES|24|2014|9.1641831,-83.3303123
asalto|LEON CORTES SAN ANDRES|1|2014|9.7335125,-84.0854432
asalto|DESAMPARADOS SAN JUAN DE DIOS|47|2014|9.9166727,-84.1013616
asalto|PARRITA DESCONOCIDO|1|2014|9.9280694,-84.0907246
asalto|NARANJO CIRRI SUR|3|2014|10.1186538,-84.36764
asalto|HEREDIA ULLOA|90|2014|9.9789823,-84.1382368
asalto|NARANJO SAN JERONIMO|1|2014|10.1081974,-84.3626404
asalto|GARABITO JACO|56|2014|9.6268304,-84.6231526
asalto|TIBAS LEON XIII|45|2014|9.9602225,-84.099966
asalto|SANTA CRUZ DIRIA|2|2014|10.2694853,-85.5875355
asalto|OSA CORTES|1|2014|8.9791168,-83.532671
asalto|CARTAGO ORIENTAL|128|2014|9.866667,-83.916667
asalto|GOICOECHEA GUADALUPE|132|2014|9.947778,-84.054722
asalto|CARTAGO SAN FRANCISCO|96|2014|9.8363706,-83.9158624
asalto|LA UNION SAN RAMON|10|2014|10.0748859,-84.4733739
asalto|SANTA BARBARA PURABA|1|2014|34.4208305,-119.6981901
asalto|GRECIA TACARES|3|2014|10.0288796,-84.2915293
asalto|ALFARO RUIZ PALMIRA|1|2014|10.2117609,-84.380936
asalto|SANTA CRUZ TAMARINDO|9|2014|10.2706015,-85.5727878
asalto|TALAMANCA SIXAOLA|12|2014|9.9280694,-84.0907246
asalto|ASERRI VUELTA DE JORCO|2|2014|9.9280694,-84.0907246
asalto|CURRIDABAT CURRIDABAT|165|2014|9.913668,-84.039017
asalto|MONTES DE OCA MERCEDES|24|2014|9.9425975,-84.0471389
asalto|ALAJUELITA SAN FELIPE|116|2014|9.907467,-84.1052462
asalto|LIMON MATAMA|37|2014|9.7827778,-83.24
asalto|LIMON VALLE LA ESTRELLA|13|2014|9.7375258,-82.9605736
asalto|FLORES LLORENTE|10|2014|10.0,-84.15
asalto|LA CRUZ LA GARITA|1|2014|10.0263635,-84.2838559
asalto|MONTES DE ORO MIRAMAR|2|2014|10.0919047,-84.7290033
asalto|BARVA SAN ROQUE|6|2014|10.0140372,-84.138198
asalto|NARANJO ROSARIO|2|2014|10.048253,-84.380478
asalto|POCOCI GUAPILES|139|2014|10.1794498,-83.8260884
asalto|BARVA SANTA LUCIA|13|2014|10.0244733,-84.1131656
asalto|POAS SAN PEDRO|11|2014|10.0783392,-84.2463188
asalto|SARAPIQUI PUERTO VIEJO|37|2014|10.455556,-84.005556
asalto|EL GUARCO TOBOSI|1|2014|9.8358914,-83.9863306
asalto|SAN MATEO JESUS MARIA|1|2014|9.9614943,-84.5877183
asalto|SAN JOSE SAN SEBASTIAN|250|2014|9.9084637,-84.0828023
asalto|VASQUEZ DE CORONADO DULCE NOMBRE DE JESUS|27|2014|10.082057,-83.985008
asalto|SAN JOSE ZAPOTE|97|2014|9.9191024,-84.059667
asalto|ALAJUELITA CONCEPCION|47|2014|9.8901339,-84.0888458
asalto|POAS SABANA REDONDA|2|2014|10.116667,-84.216667
asalto|SAN JOSE MATA REDONDA|180|2014|9.93056,-84.1072
asalto|SANTA ANA PIEDADES|12|2014|9.9555915,-84.1952445
asalto|ACOSTA PALMICHAL|1|2014|9.9280694,-84.0907246
asalto|SAN CARLOS PITAL|19|2014|10.4531184,-84.2779155
asalto|MONTES DE OCA SABANILLA|51|2014|9.9450974,-84.0312817
asalto|BUENOS AIRES POTRERO GRANDE|2|2014|9.0412596,-83.1290767
asalto|MORA COLON|13|2014|9.9161468,-84.2425659
asalto|SAN RAFAEL CONCEPCION|9|2014|9.9040694,-83.9786848
asalto|TURRIALBA LA SUIZA|1|2014|9.85,-83.616667
asalto|VALVERDE VEGA SAN PEDRO|4|2014|10.1118636,-84.3327144
asalto|SAN ISIDRO CONCEPCION|5|2014|10.083333,-84.45
asalto|SANTA CRUZ SANTA CRUZ|41|2014|-17.7752919,-63.1871444
asalto|GOICOECHEA MATA PLATANO|20|2014|9.9517808,-84.0219991
asalto|NICOYA BELEN DE NOSARITA|6|2014|9.9280694,-84.0907246
asalto|PUNTARENAS PITAHAYA|4|2014|10.016667,-84.8
asalto|MONTES DE ORO UNION|1|2014|9.9280694,-84.0907246
asalto|ALFARO RUIZ LAGUNA|2|2014|10.211368,-84.402077
asalto|SAN ISIDRO SAN JOSE|3|2014|9.375556,-83.705278
asalto|SANTA CRUZ CABO VELAS|2|2014|36.9741171,-122.0307963
asalto|SANTA CRUZ BOLSON|2|2014|36.9741171,-122.0307963
asalto|CAÑAS SAN MIGUEL|1|2014|10.0233075,-84.2456603
asalto|CAÑAS CAÑAS|60|2014|10.4259904,-85.0988102
asalto|TIBAS DESCONOCIDO|2|2014|9.9280694,-84.0907246
asalto|MATINA MATINA|26|2014|10.0809588,-83.2856262
asalto|GUACIMO POCORA|8|2014|10.1655501,-83.6095653
asalto|LIBERIA CURUBANDE|2|2014|10.7197949,-85.4104706
asalto|SANTO DOMINGO SAN VICENTE|6|2014|9.9634381,-84.0458176
asalto|CARTAGO LLANO GRRANDE|2|2014|9.941261,-83.910782
asalto|DESAMPARADOS FRAILES|4|2014|9.7620305,-84.0395012
asalto|MONTES DE ORO SAN ISIDRO|3|2014|9.6725549,-84.047951
asalto|SAN RAMON PIEDADES SUR|1|2014|10.1153205,-84.5366351
asalto|GRECIA SAN JOSE|3|2014|10.0032663,-84.2542195
asalto|GRECIA SAN ROQUE|2|2014|10.0937743,-84.3054235
asalto|EL GUARCO SAN ISIDRO|8|2014|9.8400818,-83.9486254
asalto|DESAMPARADOS SAN ANTONIO|54|2014|10.016667,-84.183333
asalto|UPALA BIJAGUA|1|2014|10.7312909,-85.0584152
asalto|LIBERIA MAYORGA|2|2014|10.6283583,-85.4380605
asalto|HEREDIA SAN FRANCISCO|271|2014|9.9927599,-84.1303207
asalto|PEREZ ZELEDON SAN ISIDRO DE EL GENERAL|114|2014|9.375556,-83.705278
asalto|LA UNION CONCEPCION|48|2014|10.0195843,-84.048816
asalto|SAN ISIDRO SAN ISIDRO|10|2014|9.9936107,-84.4238316
asalto|PEREZ ZELEDON PEJIBAYE|1|2014|9.157166,-83.569633
asalto|SAN JOSE SAN FRANCISCO DE DOS RIOS|151|2014|9.9080918,-84.0616709
asalto|TILARAN TIERRAS MORENAS|1|2014|9.9280694,-84.0907246
asalto|GRECIA PUENTE DE PIEDRA|2|2014|10.047476,-84.31646
asalto|ATENAS SAN ISIDRO|1|2014|9.9951563,-84.4330214
asalto|SAN RAMON PIEDADES NORTE|5|2014|10.1344107,-84.5104212
asalto|PUNTARENAS CHOMES|8|2014|10.0438519,-84.9082428
asalto|DESAMPARADOS DAMAS|6|2014|9.9351644,-84.0707409
asalto|SAN RAMON SAN RAMON|46|2014|10.086989,-84.470008
asalto|GOLFITO PAVON|2|2014|9.9280694,-84.0907246
asalto|VALVERDE VEGA SARCHI SUR|2|2014|10.0841288,-84.3397438
asalto|HOJANCHA MONTE ROMO|1|2014|10.0353727,-85.3874588
asalto|DESAMPARADOS GRAVILIAS|35|2014|9.895269,-84.0594355
asalto|CARRILLO SARDINAL|25|2014|9.9280694,-84.0907246
asalto|ALVARADO PACAYAS|1|2014|9.9161495,-83.8108939
asalto|SAN CARLOS FORTUNA|16|2014|10.46546,-84.64537
asalto|CORREDORES CANOAS|19|2014|8.5296609,-82.8379843
asalto|PARRITA PARRITA|47|2014|9.5087344,-84.3333385
asalto|TALAMANCA TELIRE|6|2014|9.9280694,-84.0907246
asalto|PURISCAL CHIRES|1|2014|9.9280694,-84.0907246
asalto|SAN RAMON ALFARO|6|2014|10.078698,-84.509827
asalto|CARRILLO FILADELFIA|13|2014|10.4469743,-85.551618
asalto|MONTES DE OCA SAN RAFAEL|9|2014|9.9458041,-83.9929431
asalto|CARTAGO QUEBRADILLA|4|2014|9.8436129,-83.9909594
asalto|DESCONOCIDO DESCONOCIDO|2|2014|9.9280694,-84.0907246
asalto|SANTA ANA BRASIL|6|2014|9.9555915,-84.1952445
asalto|ALAJUELA RIO SEGUNDO|47|2014|10.0,-84.2
asalto|SAN JOSE CARMEN|216|2014|9.9359945,-84.0669545
asalto|PUNTARENAS EL ROBLE|74|2014|9.9816061,-84.7350701
asalto|PARAISO CACHI|1|2014|9.824561,-83.8194578
asalto|GUACIMO RIO JIMENEZ|20|2014|10.2655896,-83.6905859
asalto|PALMARES PALMARES|8|2014|10.060727,-84.4378495
asalto|GRECIA BOLIVAR|3|2014|10.0684709,-84.3103176
asalto|SAN JOSE URUCA|198|2014|9.764224,-84.134743
asalto|TARRAZU SAN MARCOS|2|2014|9.6651293,-84.0213754
asalto|PEREZ ZELEDON DANIEL FLORES|53|2014|9.3291979,-83.6734049
asalto|BARVA SAN PABLO|8|2014|10.0411817,-84.1131656
asalto|SANTO DOMINGO SANTO TOMAS|6|2014|9.9806958,-84.0775201
asalto|SANTO DOMINGO PARACITO|2|2014|10.0082945,-84.0253342
asalto|HEREDIA HEREDIA|265|2014|9.996389,-84.116667
asalto|ALAJUELA CARRIZAL|5|2014|10.0867332,-84.1685722
asalto|SAN CARLOS FLORENCIA|18|2014|10.3620025,-84.4754678
asalto|POAS SAN JUAN|2|2014|10.0767889,-84.2458436
asalto|PUNTARENAS PUNTARENAS|58|2014|9.9778439,-84.8294211
asalto|SAN RAMON SAN JUAN|17|2014|10.1078567,-84.4651744
